id_factura,numero,fecha,condicion_IVA,id_sucursal,id_cliente
1732,F-0001-00001732,31/08/2023,Consumidor Final,1,1
1733,F-0001-00001733,31/08/2023,Consumidor Final,1,6
1734,F-0001-00001734,31/08/2023,Consumidor Final,1,8
1735,F-0001-00001735,31/08/2023,Consumidor Final,1,7
1736,F-0001-00001736,31/08/2023,Consumidor Final,1,2
1737,F-0001-00001737,31/08/2023,Consumidor Final,1,1
1738,F-0001-00001738,31/08/2023,Consumidor Final,1,5
1739,F-0001-00001739,31/08/2023,Consumidor Final,1,8
1740,F-0001-00001740,31/08/2023,Consumidor Final,1,9
1741,F-0001-00001741,31/08/2023,Consumidor Final,1,5
1742,F-0001-00001742,01/09/2023,Consumidor Final,1,5
1743,F-0001-00001743,01/09/2023,Consumidor Final,1,8
1744,F-0001-00001744,01/09/2023,Consumidor Final,1,10
1745,F-0001-00001745,01/09/2023,Consumidor Final,1,6
1746,F-0001-00001746,01/09/2023,Consumidor Final,1,6
1747,F-0001-00001747,01/09/2023,Consumidor Final,1,9
1748,F-0001-00001748,01/09/2023,Consumidor Final,1,8
1749,F-0001-00001749,01/09/2023,Consumidor Final,1,4
1750,F-0001-00001750,01/09/2023,Consumidor Final,1,3
1751,F-0001-00001751,01/09/2023,Consumidor Final,1,7
1752,F-0001-00001752,04/09/2023,Consumidor Final,1,4
1753,F-0001-00001753,04/09/2023,Consumidor Final,1,7
1754,F-0001-00001754,04/09/2023,Consumidor Final,1,2
1755,F-0001-00001755,04/09/2023,Consumidor Final,1,9
1756,F-0001-00001756,04/09/2023,Consumidor Final,1,3
1757,F-0001-00001757,04/09/2023,Consumidor Final,1,2
1758,F-0001-00001758,04/09/2023,Consumidor Final,1,1
1759,F-0001-00001759,04/09/2023,Consumidor Final,1,8
1760,F-0001-00001760,04/09/2023,Consumidor Final,1,2
1761,F-0001-00001761,05/09/2023,Consumidor Final,1,2
1762,F-0001-00001762,05/09/2023,Consumidor Final,1,6
1763,F-0001-00001763,05/09/2023,Consumidor Final,1,3
1764,F-0001-00001764,05/09/2023,Consumidor Final,1,10
1765,F-0001-00001765,05/09/2023,Consumidor Final,1,5
1766,F-0001-00001766,05/09/2023,Consumidor Final,1,7
1767,F-0001-00001767,05/09/2023,Consumidor Final,1,10
1768,F-0001-00001768,05/09/2023,Consumidor Final,1,7
1769,F-0001-00001769,06/09/2023,Consumidor Final,1,8
1770,F-0001-00001770,06/09/2023,Consumidor Final,1,2
1771,F-0001-00001771,06/09/2023,Consumidor Final,1,10
1772,F-0001-00001772,06/09/2023,Consumidor Final,1,5
1773,F-0001-00001773,06/09/2023,Consumidor Final,1,2
1774,F-0001-00001774,06/09/2023,Consumidor Final,1,9
1775,F-0001-00001775,06/09/2023,Consumidor Final,1,10
1776,F-0001-00001776,06/09/2023,Consumidor Final,1,2
1777,F-0001-00001777,06/09/2023,Consumidor Final,1,2
1778,F-0001-00001778,06/09/2023,Consumidor Final,1,8
1779,F-0001-00001779,06/09/2023,Consumidor Final,1,3
1780,F-0001-00001780,06/09/2023,Consumidor Final,1,9
1781,F-0001-00001781,06/09/2023,Consumidor Final,1,3
1782,F-0001-00001782,07/09/2023,Consumidor Final,1,3
1783,F-0001-00001783,07/09/2023,Consumidor Final,1,6
1784,F-0001-00001784,07/09/2023,Consumidor Final,1,7
1785,F-0001-00001785,07/09/2023,Consumidor Final,1,7
1786,F-0001-00001786,07/09/2023,Consumidor Final,1,9
1787,F-0001-00001787,07/09/2023,Consumidor Final,1,7
1788,F-0001-00001788,07/09/2023,Consumidor Final,1,9
1789,F-0001-00001789,08/09/2023,Consumidor Final,1,1
1790,F-0001-00001790,08/09/2023,Consumidor Final,1,7
1791,F-0001-00001791,08/09/2023,Consumidor Final,1,10
1792,F-0001-00001792,08/09/2023,Consumidor Final,1,9
1793,F-0001-00001793,08/09/2023,Consumidor Final,1,7
1794,F-0001-00001794,08/09/2023,Consumidor Final,1,7
1795,F-0001-00001795,11/09/2023,Consumidor Final,1,8
1796,F-0001-00001796,11/09/2023,Consumidor Final,1,7
1797,F-0001-00001797,11/09/2023,Consumidor Final,1,2
1798,F-0001-00001798,11/09/2023,Consumidor Final,1,7
1799,F-0001-00001799,11/09/2023,Consumidor Final,1,10
1800,F-0001-00001800,11/09/2023,Consumidor Final,1,7
1801,F-0001-00001801,11/09/2023,Consumidor Final,1,4
1802,F-0001-00001802,11/09/2023,Consumidor Final,1,3
1803,F-0001-00001803,11/09/2023,Consumidor Final,1,3
1804,F-0001-00001804,12/09/2023,Consumidor Final,1,2
1805,F-0001-00001805,12/09/2023,Consumidor Final,1,10
1806,F-0001-00001806,12/09/2023,Consumidor Final,1,4
1807,F-0001-00001807,12/09/2023,Consumidor Final,1,4
1808,F-0001-00001808,12/09/2023,Consumidor Final,1,9
1809,F-0001-00001809,12/09/2023,Consumidor Final,1,2
1810,F-0001-00001810,12/09/2023,Consumidor Final,1,6
1811,F-0001-00001811,13/09/2023,Consumidor Final,1,4
1812,F-0001-00001812,13/09/2023,Consumidor Final,1,10
1813,F-0001-00001813,13/09/2023,Consumidor Final,1,4
1814,F-0001-00001814,13/09/2023,Consumidor Final,1,7
1815,F-0001-00001815,13/09/2023,Consumidor Final,1,7
1816,F-0001-00001816,13/09/2023,Consumidor Final,1,1
1817,F-0001-00001817,13/09/2023,Consumidor Final,1,2
1818,F-0001-00001818,13/09/2023,Consumidor Final,1,8
1819,F-0001-00001819,13/09/2023,Consumidor Final,1,4
1820,F-0001-00001820,13/09/2023,Consumidor Final,1,9
1821,F-0001-00001821,13/09/2023,Consumidor Final,1,6
1822,F-0001-00001822,13/09/2023,Consumidor Final,1,9
1823,F-0001-00001823,13/09/2023,Consumidor Final,1,5
1824,F-0001-00001824,13/09/2023,Consumidor Final,1,1
1825,F-0001-00001825,14/09/2023,Consumidor Final,1,4
1826,F-0001-00001826,14/09/2023,Consumidor Final,1,3
1827,F-0001-00001827,14/09/2023,Consumidor Final,1,7
1828,F-0001-00001828,14/09/2023,Consumidor Final,1,5
1829,F-0001-00001829,14/09/2023,Consumidor Final,1,6
1830,F-0001-00001830,14/09/2023,Consumidor Final,1,1
1831,F-0001-00001831,14/09/2023,Consumidor Final,1,8
1832,F-0001-00001832,15/09/2023,Consumidor Final,1,9
1833,F-0001-00001833,15/09/2023,Consumidor Final,1,2
1834,F-0001-00001834,15/09/2023,Consumidor Final,1,7
1835,F-0001-00001835,15/09/2023,Consumidor Final,1,1
1836,F-0001-00001836,15/09/2023,Consumidor Final,1,3
1837,F-0001-00001837,15/09/2023,Consumidor Final,1,8
1838,F-0001-00001838,15/09/2023,Consumidor Final,1,10
1839,F-0001-00001839,15/09/2023,Consumidor Final,1,8
1840,F-0001-00001840,15/09/2023,Consumidor Final,1,8
1841,F-0001-00001841,15/09/2023,Consumidor Final,1,8
1842,F-0001-00001842,15/09/2023,Consumidor Final,1,5
1843,F-0001-00001843,15/09/2023,Consumidor Final,1,4
1844,F-0001-00001844,15/09/2023,Consumidor Final,1,4
1845,F-0001-00001845,18/09/2023,Consumidor Final,1,3
1846,F-0001-00001846,18/09/2023,Consumidor Final,1,9
1847,F-0001-00001847,18/09/2023,Consumidor Final,1,5
1848,F-0001-00001848,18/09/2023,Consumidor Final,1,5
1849,F-0001-00001849,18/09/2023,Consumidor Final,1,3
1850,F-0001-00001850,18/09/2023,Consumidor Final,1,5
1851,F-0001-00001851,18/09/2023,Consumidor Final,1,6
1852,F-0001-00001852,18/09/2023,Consumidor Final,1,8
1853,F-0001-00001853,18/09/2023,Consumidor Final,1,9
1854,F-0001-00001854,18/09/2023,Consumidor Final,1,2
1855,F-0001-00001855,18/09/2023,Consumidor Final,1,8
1856,F-0001-00001856,18/09/2023,Consumidor Final,1,5
1857,F-0001-00001857,18/09/2023,Consumidor Final,1,6
1858,F-0001-00001858,18/09/2023,Consumidor Final,1,1
1859,F-0001-00001859,18/09/2023,Consumidor Final,1,3
1860,F-0001-00001860,19/09/2023,Consumidor Final,1,9
1861,F-0001-00001861,19/09/2023,Consumidor Final,1,8
1862,F-0001-00001862,19/09/2023,Consumidor Final,1,4
1863,F-0001-00001863,19/09/2023,Consumidor Final,1,7
1864,F-0001-00001864,19/09/2023,Consumidor Final,1,10
1865,F-0001-00001865,19/09/2023,Consumidor Final,1,5
1866,F-0001-00001866,19/09/2023,Consumidor Final,1,4
1867,F-0001-00001867,20/09/2023,Consumidor Final,1,1
1868,F-0001-00001868,20/09/2023,Consumidor Final,1,6
1869,F-0001-00001869,20/09/2023,Consumidor Final,1,8
1870,F-0001-00001870,20/09/2023,Consumidor Final,1,9
1871,F-0001-00001871,20/09/2023,Consumidor Final,1,4
1872,F-0001-00001872,20/09/2023,Consumidor Final,1,8
1873,F-0001-00001873,20/09/2023,Consumidor Final,1,6
1874,F-0001-00001874,20/09/2023,Consumidor Final,1,4
1875,F-0001-00001875,20/09/2023,Consumidor Final,1,3
1876,F-0001-00001876,20/09/2023,Consumidor Final,1,6
1877,F-0001-00001877,21/09/2023,Consumidor Final,1,4
1878,F-0001-00001878,21/09/2023,Consumidor Final,1,2
1879,F-0001-00001879,21/09/2023,Consumidor Final,1,1
1880,F-0001-00001880,21/09/2023,Consumidor Final,1,6
1881,F-0001-00001881,21/09/2023,Consumidor Final,1,4
1882,F-0001-00001882,22/09/2023,Consumidor Final,1,4
1883,F-0001-00001883,22/09/2023,Consumidor Final,1,6
1884,F-0001-00001884,22/09/2023,Consumidor Final,1,4
1885,F-0001-00001885,22/09/2023,Consumidor Final,1,5
1886,F-0001-00001886,22/09/2023,Consumidor Final,1,5
1887,F-0001-00001887,22/09/2023,Consumidor Final,1,8
1888,F-0001-00001888,22/09/2023,Consumidor Final,1,8
1889,F-0001-00001889,22/09/2023,Consumidor Final,1,4
1890,F-0001-00001890,22/09/2023,Consumidor Final,1,1
1891,F-0001-00001891,22/09/2023,Consumidor Final,1,5
1892,F-0001-00001892,22/09/2023,Consumidor Final,1,6
1893,F-0001-00001893,22/09/2023,Consumidor Final,1,7
1894,F-0001-00001894,22/09/2023,Consumidor Final,1,9
1895,F-0001-00001895,22/09/2023,Consumidor Final,1,3
1896,F-0001-00001896,22/09/2023,Consumidor Final,1,7
1897,F-0001-00001897,25/09/2023,Consumidor Final,1,6
1898,F-0001-00001898,25/09/2023,Consumidor Final,1,5
1899,F-0001-00001899,25/09/2023,Consumidor Final,1,3
1900,F-0001-00001900,25/09/2023,Consumidor Final,1,7
1901,F-0001-00001901,25/09/2023,Consumidor Final,1,10
1902,F-0001-00001902,25/09/2023,Consumidor Final,1,7
1903,F-0001-00001903,25/09/2023,Consumidor Final,1,9
1904,F-0001-00001904,25/09/2023,Consumidor Final,1,10
1905,F-0001-00001905,25/09/2023,Consumidor Final,1,6
1906,F-0001-00001906,25/09/2023,Consumidor Final,1,2
1907,F-0001-00001907,25/09/2023,Consumidor Final,1,1
1908,F-0001-00001908,25/09/2023,Consumidor Final,1,10
1909,F-0001-00001909,26/09/2023,Consumidor Final,1,5
1910,F-0001-00001910,26/09/2023,Consumidor Final,1,2
1911,F-0001-00001911,26/09/2023,Consumidor Final,1,9
1912,F-0001-00001912,26/09/2023,Consumidor Final,1,3
1913,F-0001-00001913,26/09/2023,Consumidor Final,1,6
1914,F-0001-00001914,26/09/2023,Consumidor Final,1,2
1915,F-0001-00001915,26/09/2023,Consumidor Final,1,10
1916,F-0001-00001916,26/09/2023,Consumidor Final,1,4
1917,F-0001-00001917,26/09/2023,Consumidor Final,1,2
1918,F-0001-00001918,26/09/2023,Consumidor Final,1,4
1919,F-0001-00001919,26/09/2023,Consumidor Final,1,3
1920,F-0001-00001920,26/09/2023,Consumidor Final,1,10
1921,F-0001-00001921,26/09/2023,Consumidor Final,1,5
1922,F-0001-00001922,26/09/2023,Consumidor Final,1,10
1923,F-0001-00001923,27/09/2023,Consumidor Final,1,3
1924,F-0001-00001924,27/09/2023,Consumidor Final,1,10
1925,F-0001-00001925,27/09/2023,Consumidor Final,1,3
1926,F-0001-00001926,27/09/2023,Consumidor Final,1,1
1927,F-0001-00001927,27/09/2023,Consumidor Final,1,7
1928,F-0001-00001928,27/09/2023,Consumidor Final,1,2
1929,F-0001-00001929,27/09/2023,Consumidor Final,1,8
1930,F-0001-00001930,27/09/2023,Consumidor Final,1,9
1931,F-0001-00001931,27/09/2023,Consumidor Final,1,8
1932,F-0001-00001932,27/09/2023,Consumidor Final,1,1
1933,F-0001-00001933,27/09/2023,Consumidor Final,1,5
1934,F-0001-00001934,27/09/2023,Consumidor Final,1,6
1935,F-0001-00001935,27/09/2023,Consumidor Final,1,2
1936,F-0001-00001936,27/09/2023,Consumidor Final,1,7
1937,F-0001-00001937,27/09/2023,Consumidor Final,1,5
1938,F-0001-00001938,28/09/2023,Consumidor Final,1,8
1939,F-0001-00001939,28/09/2023,Consumidor Final,1,1
1940,F-0001-00001940,28/09/2023,Consumidor Final,1,2
1941,F-0001-00001941,28/09/2023,Consumidor Final,1,7
1942,F-0001-00001942,28/09/2023,Consumidor Final,1,4
1943,F-0001-00001943,29/09/2023,Consumidor Final,1,2
1944,F-0001-00001944,29/09/2023,Consumidor Final,1,3
1945,F-0001-00001945,29/09/2023,Consumidor Final,1,3
1946,F-0001-00001946,29/09/2023,Consumidor Final,1,6
1947,F-0001-00001947,29/09/2023,Consumidor Final,1,5
1948,F-0001-00001948,02/10/2023,Consumidor Final,1,5
1949,F-0001-00001949,02/10/2023,Consumidor Final,1,10
1950,F-0001-00001950,02/10/2023,Consumidor Final,1,6
1951,F-0001-00001951,02/10/2023,Consumidor Final,1,5
1952,F-0001-00001952,02/10/2023,Consumidor Final,1,2
1953,F-0001-00001953,02/10/2023,Consumidor Final,1,7
1954,F-0001-00001954,02/10/2023,Consumidor Final,1,5
1955,F-0001-00001955,02/10/2023,Consumidor Final,1,3
1956,F-0001-00001956,02/10/2023,Consumidor Final,1,7
1957,F-0001-00001957,03/10/2023,Consumidor Final,1,6
1958,F-0001-00001958,03/10/2023,Consumidor Final,1,7
1959,F-0001-00001959,03/10/2023,Consumidor Final,1,5
1960,F-0001-00001960,03/10/2023,Consumidor Final,1,4
1961,F-0001-00001961,03/10/2023,Consumidor Final,1,4
1962,F-0001-00001962,03/10/2023,Consumidor Final,1,10
1963,F-0001-00001963,03/10/2023,Consumidor Final,1,2
1964,F-0001-00001964,03/10/2023,Consumidor Final,1,3
1965,F-0001-00001965,03/10/2023,Consumidor Final,1,6
1966,F-0001-00001966,03/10/2023,Consumidor Final,1,1
1967,F-0001-00001967,03/10/2023,Consumidor Final,1,8
1968,F-0001-00001968,03/10/2023,Consumidor Final,1,9
1969,F-0001-00001969,03/10/2023,Consumidor Final,1,5
1970,F-0001-00001970,03/10/2023,Consumidor Final,1,3
1971,F-0001-00001971,03/10/2023,Consumidor Final,1,10
1972,F-0001-00001972,04/10/2023,Consumidor Final,1,10
1973,F-0001-00001973,04/10/2023,Consumidor Final,1,10
1974,F-0001-00001974,04/10/2023,Consumidor Final,1,4
1975,F-0001-00001975,04/10/2023,Consumidor Final,1,6
1976,F-0001-00001976,04/10/2023,Consumidor Final,1,6
1977,F-0001-00001977,04/10/2023,Consumidor Final,1,8
1978,F-0001-00001978,04/10/2023,Consumidor Final,1,5
1979,F-0001-00001979,04/10/2023,Consumidor Final,1,3
1980,F-0001-00001980,04/10/2023,Consumidor Final,1,3
1981,F-0001-00001981,04/10/2023,Consumidor Final,1,3
1982,F-0001-00001982,04/10/2023,Consumidor Final,1,3
1983,F-0001-00001983,04/10/2023,Consumidor Final,1,9
1984,F-0001-00001984,04/10/2023,Consumidor Final,1,8
1985,F-0001-00001985,04/10/2023,Consumidor Final,1,7
1986,F-0001-00001986,04/10/2023,Consumidor Final,1,1
1987,F-0001-00001987,05/10/2023,Consumidor Final,1,2
1988,F-0001-00001988,05/10/2023,Consumidor Final,1,4
1989,F-0001-00001989,05/10/2023,Consumidor Final,1,3
1990,F-0001-00001990,05/10/2023,Consumidor Final,1,7
1991,F-0001-00001991,05/10/2023,Consumidor Final,1,8
1992,F-0001-00001992,05/10/2023,Consumidor Final,1,6
1993,F-0001-00001993,05/10/2023,Consumidor Final,1,7
1994,F-0001-00001994,05/10/2023,Consumidor Final,1,9
1995,F-0001-00001995,05/10/2023,Consumidor Final,1,7
1996,F-0001-00001996,05/10/2023,Consumidor Final,1,5
1997,F-0001-00001997,05/10/2023,Consumidor Final,1,8
1998,F-0001-00001998,05/10/2023,Consumidor Final,1,9
1999,F-0001-00001999,05/10/2023,Consumidor Final,1,6
2000,F-0001-00002000,05/10/2023,Consumidor Final,1,5
2001,F-0001-00002001,05/10/2023,Consumidor Final,1,1
2002,F-0001-00002002,06/10/2023,Consumidor Final,1,8
2003,F-0001-00002003,06/10/2023,Consumidor Final,1,5
2004,F-0001-00002004,06/10/2023,Consumidor Final,1,1
2005,F-0001-00002005,06/10/2023,Consumidor Final,1,9
2006,F-0001-00002006,06/10/2023,Consumidor Final,1,6
2007,F-0001-00002007,06/10/2023,Consumidor Final,1,2
2008,F-0001-00002008,06/10/2023,Consumidor Final,1,3
2009,F-0001-00002009,06/10/2023,Consumidor Final,1,9
2010,F-0001-00002010,09/10/2023,Consumidor Final,1,2
2011,F-0001-00002011,09/10/2023,Consumidor Final,1,5
2012,F-0001-00002012,09/10/2023,Consumidor Final,1,2
2013,F-0001-00002013,09/10/2023,Consumidor Final,1,6
2014,F-0001-00002014,09/10/2023,Consumidor Final,1,5
2015,F-0001-00002015,09/10/2023,Consumidor Final,1,8
2016,F-0001-00002016,09/10/2023,Consumidor Final,1,4
2017,F-0001-00002017,09/10/2023,Consumidor Final,1,2
2018,F-0001-00002018,09/10/2023,Consumidor Final,1,3
2019,F-0001-00002019,09/10/2023,Consumidor Final,1,6
2020,F-0001-00002020,09/10/2023,Consumidor Final,1,8
2021,F-0001-00002021,09/10/2023,Consumidor Final,1,5
2022,F-0001-00002022,09/10/2023,Consumidor Final,1,8
2023,F-0001-00002023,09/10/2023,Consumidor Final,1,1
2024,F-0001-00002024,09/10/2023,Consumidor Final,1,2
2025,F-0001-00002025,10/10/2023,Consumidor Final,1,1
2026,F-0001-00002026,10/10/2023,Consumidor Final,1,7
2027,F-0001-00002027,10/10/2023,Consumidor Final,1,5
2028,F-0001-00002028,10/10/2023,Consumidor Final,1,7
2029,F-0001-00002029,10/10/2023,Consumidor Final,1,10
2030,F-0001-00002030,10/10/2023,Consumidor Final,1,4
2031,F-0001-00002031,10/10/2023,Consumidor Final,1,6
2032,F-0001-00002032,11/10/2023,Consumidor Final,1,9
2033,F-0001-00002033,11/10/2023,Consumidor Final,1,6
2034,F-0001-00002034,11/10/2023,Consumidor Final,1,10
2035,F-0001-00002035,11/10/2023,Consumidor Final,1,6
2036,F-0001-00002036,11/10/2023,Consumidor Final,1,1
2037,F-0001-00002037,11/10/2023,Consumidor Final,1,3
2038,F-0001-00002038,11/10/2023,Consumidor Final,1,2
2039,F-0001-00002039,11/10/2023,Consumidor Final,1,9
2040,F-0001-00002040,11/10/2023,Consumidor Final,1,1
2041,F-0001-00002041,11/10/2023,Consumidor Final,1,7
2042,F-0001-00002042,12/10/2023,Consumidor Final,1,2
2043,F-0001-00002043,12/10/2023,Consumidor Final,1,10
2044,F-0001-00002044,12/10/2023,Consumidor Final,1,7
2045,F-0001-00002045,12/10/2023,Consumidor Final,1,10
2046,F-0001-00002046,12/10/2023,Consumidor Final,1,8
2047,F-0001-00002047,12/10/2023,Consumidor Final,1,7
2048,F-0001-00002048,12/10/2023,Consumidor Final,1,4
2049,F-0001-00002049,12/10/2023,Consumidor Final,1,5
2050,F-0001-00002050,12/10/2023,Consumidor Final,1,5
2051,F-0001-00002051,12/10/2023,Consumidor Final,1,3
2052,F-0001-00002052,12/10/2023,Consumidor Final,1,4
2053,F-0001-00002053,12/10/2023,Consumidor Final,1,3
2054,F-0001-00002054,12/10/2023,Consumidor Final,1,8
2055,F-0001-00002055,12/10/2023,Consumidor Final,1,9
2056,F-0001-00002056,12/10/2023,Consumidor Final,1,6
2057,F-0001-00002057,13/10/2023,Consumidor Final,1,7
2058,F-0001-00002058,13/10/2023,Consumidor Final,1,2
2059,F-0001-00002059,13/10/2023,Consumidor Final,1,5
2060,F-0001-00002060,13/10/2023,Consumidor Final,1,6
2061,F-0001-00002061,13/10/2023,Consumidor Final,1,7
2062,F-0001-00002062,13/10/2023,Consumidor Final,1,3
2063,F-0001-00002063,13/10/2023,Consumidor Final,1,8
2064,F-0001-00002064,13/10/2023,Consumidor Final,1,7
2065,F-0001-00002065,13/10/2023,Consumidor Final,1,10
2066,F-0001-00002066,13/10/2023,Consumidor Final,1,6
2067,F-0001-00002067,13/10/2023,Consumidor Final,1,5
2068,F-0001-00002068,13/10/2023,Consumidor Final,1,3
2069,F-0001-00002069,13/10/2023,Consumidor Final,1,10
2070,F-0001-00002070,13/10/2023,Consumidor Final,1,9
2071,F-0001-00002071,13/10/2023,Consumidor Final,1,8
2072,F-0001-00002072,16/10/2023,Consumidor Final,1,3
2073,F-0001-00002073,16/10/2023,Consumidor Final,1,10
2074,F-0001-00002074,16/10/2023,Consumidor Final,1,5
2075,F-0001-00002075,16/10/2023,Consumidor Final,1,2
2076,F-0001-00002076,16/10/2023,Consumidor Final,1,7
2077,F-0001-00002077,16/10/2023,Consumidor Final,1,9
2078,F-0001-00002078,16/10/2023,Consumidor Final,1,1
2079,F-0001-00002079,16/10/2023,Consumidor Final,1,1
2080,F-0001-00002080,16/10/2023,Consumidor Final,1,7
2081,F-0001-00002081,17/10/2023,Consumidor Final,1,4
2082,F-0001-00002082,17/10/2023,Consumidor Final,1,5
2083,F-0001-00002083,17/10/2023,Consumidor Final,1,6
2084,F-0001-00002084,17/10/2023,Consumidor Final,1,1
2085,F-0001-00002085,17/10/2023,Consumidor Final,1,5
2086,F-0001-00002086,17/10/2023,Consumidor Final,1,7
2087,F-0001-00002087,17/10/2023,Consumidor Final,1,10
2088,F-0001-00002088,17/10/2023,Consumidor Final,1,1
2089,F-0001-00002089,18/10/2023,Consumidor Final,1,9
2090,F-0001-00002090,18/10/2023,Consumidor Final,1,4
2091,F-0001-00002091,18/10/2023,Consumidor Final,1,3
2092,F-0001-00002092,18/10/2023,Consumidor Final,1,3
2093,F-0001-00002093,18/10/2023,Consumidor Final,1,7
2094,F-0001-00002094,19/10/2023,Consumidor Final,1,3
2095,F-0001-00002095,19/10/2023,Consumidor Final,1,8
2096,F-0001-00002096,19/10/2023,Consumidor Final,1,6
2097,F-0001-00002097,19/10/2023,Consumidor Final,1,4
2098,F-0001-00002098,19/10/2023,Consumidor Final,1,5
2099,F-0001-00002099,19/10/2023,Consumidor Final,1,1
2100,F-0001-00002100,19/10/2023,Consumidor Final,1,2
2101,F-0001-00002101,19/10/2023,Consumidor Final,1,9
2102,F-0001-00002102,19/10/2023,Consumidor Final,1,10
2103,F-0001-00002103,19/10/2023,Consumidor Final,1,3
2104,F-0001-00002104,19/10/2023,Consumidor Final,1,2
2105,F-0001-00002105,19/10/2023,Consumidor Final,1,4
2106,F-0001-00002106,19/10/2023,Consumidor Final,1,3
2107,F-0001-00002107,20/10/2023,Consumidor Final,1,8
2108,F-0001-00002108,20/10/2023,Consumidor Final,1,10
2109,F-0001-00002109,20/10/2023,Consumidor Final,1,5
2110,F-0001-00002110,20/10/2023,Consumidor Final,1,5
2111,F-0001-00002111,20/10/2023,Consumidor Final,1,3
2112,F-0001-00002112,20/10/2023,Consumidor Final,1,2
2113,F-0001-00002113,20/10/2023,Consumidor Final,1,9
2114,F-0001-00002114,20/10/2023,Consumidor Final,1,5
2115,F-0001-00002115,20/10/2023,Consumidor Final,1,2
2116,F-0001-00002116,20/10/2023,Consumidor Final,1,10
2117,F-0001-00002117,20/10/2023,Consumidor Final,1,4
2118,F-0001-00002118,20/10/2023,Consumidor Final,1,3
2119,F-0001-00002119,20/10/2023,Consumidor Final,1,5
2120,F-0001-00002120,20/10/2023,Consumidor Final,1,1
2121,F-0001-00002121,23/10/2023,Consumidor Final,1,3
2122,F-0001-00002122,23/10/2023,Consumidor Final,1,3
2123,F-0001-00002123,23/10/2023,Consumidor Final,1,5
2124,F-0001-00002124,23/10/2023,Consumidor Final,1,10
2125,F-0001-00002125,23/10/2023,Consumidor Final,1,6
2126,F-0001-00002126,23/10/2023,Consumidor Final,1,9
2127,F-0001-00002127,23/10/2023,Consumidor Final,1,5
2128,F-0001-00002128,23/10/2023,Consumidor Final,1,10
2129,F-0001-00002129,23/10/2023,Consumidor Final,1,9
2130,F-0001-00002130,23/10/2023,Consumidor Final,1,3
2131,F-0001-00002131,24/10/2023,Consumidor Final,1,4
2132,F-0001-00002132,24/10/2023,Consumidor Final,1,10
2133,F-0001-00002133,24/10/2023,Consumidor Final,1,10
2134,F-0001-00002134,24/10/2023,Consumidor Final,1,2
2135,F-0001-00002135,24/10/2023,Consumidor Final,1,8
2136,F-0001-00002136,24/10/2023,Consumidor Final,1,8
2137,F-0001-00002137,24/10/2023,Consumidor Final,1,4
2138,F-0001-00002138,24/10/2023,Consumidor Final,1,1
2139,F-0001-00002139,25/10/2023,Consumidor Final,1,3
2140,F-0001-00002140,25/10/2023,Consumidor Final,1,7
2141,F-0001-00002141,25/10/2023,Consumidor Final,1,2
2142,F-0001-00002142,25/10/2023,Consumidor Final,1,7
2143,F-0001-00002143,25/10/2023,Consumidor Final,1,8
2144,F-0001-00002144,25/10/2023,Consumidor Final,1,2
2145,F-0001-00002145,25/10/2023,Consumidor Final,1,2
2146,F-0001-00002146,25/10/2023,Consumidor Final,1,2
2147,F-0001-00002147,26/10/2023,Consumidor Final,1,5
2148,F-0001-00002148,26/10/2023,Consumidor Final,1,7
2149,F-0001-00002149,26/10/2023,Consumidor Final,1,2
2150,F-0001-00002150,26/10/2023,Consumidor Final,1,2
2151,F-0001-00002151,26/10/2023,Consumidor Final,1,6
2152,F-0001-00002152,26/10/2023,Consumidor Final,1,8
2153,F-0001-00002153,26/10/2023,Consumidor Final,1,9
2154,F-0001-00002154,26/10/2023,Consumidor Final,1,3
2155,F-0001-00002155,26/10/2023,Consumidor Final,1,6
2156,F-0001-00002156,27/10/2023,Consumidor Final,1,3
2157,F-0001-00002157,27/10/2023,Consumidor Final,1,9
2158,F-0001-00002158,27/10/2023,Consumidor Final,1,7
2159,F-0001-00002159,27/10/2023,Consumidor Final,1,5
2160,F-0001-00002160,27/10/2023,Consumidor Final,1,7
2161,F-0001-00002161,27/10/2023,Consumidor Final,1,10
2162,F-0001-00002162,27/10/2023,Consumidor Final,1,8
2163,F-0001-00002163,27/10/2023,Consumidor Final,1,8
2164,F-0001-00002164,27/10/2023,Consumidor Final,1,8
2165,F-0001-00002165,30/10/2023,Consumidor Final,1,9
2166,F-0001-00002166,30/10/2023,Consumidor Final,1,6
2167,F-0001-00002167,30/10/2023,Consumidor Final,1,6
2168,F-0001-00002168,30/10/2023,Consumidor Final,1,7
2169,F-0001-00002169,30/10/2023,Consumidor Final,1,3
2170,F-0001-00002170,30/10/2023,Consumidor Final,1,2
2171,F-0001-00002171,30/10/2023,Consumidor Final,1,10
2172,F-0001-00002172,30/10/2023,Consumidor Final,1,7
2173,F-0001-00002173,30/10/2023,Consumidor Final,1,7
2174,F-0001-00002174,30/10/2023,Consumidor Final,1,1
2175,F-0001-00002175,30/10/2023,Consumidor Final,1,3
2176,F-0001-00002176,30/10/2023,Consumidor Final,1,8
2177,F-0001-00002177,31/10/2023,Consumidor Final,1,10
2178,F-0001-00002178,31/10/2023,Consumidor Final,1,7
2179,F-0001-00002179,31/10/2023,Consumidor Final,1,2
2180,F-0001-00002180,31/10/2023,Consumidor Final,1,8
2181,F-0001-00002181,31/10/2023,Consumidor Final,1,4
