id_venta,id_factura,monto
1690,1690,294000
1691,1691,2710000
1692,1692,1312000
1693,1693,629000
1694,1694,611000
1695,1695,784000
1696,1696,1020000
1697,1697,94500
1698,1698,45000
1699,1699,2640000
1700,1700,108000
1701,1701,3378000
1702,1702,328000
1703,1703,1300000
1704,1704,28500
1705,1705,420000
1706,1706,380000
1707,1707,1588500
1708,1708,1328500
1709,1709,488000
1710,1710,1560000
1711,1711,4096000
1712,1712,614000
1713,1713,412000
1714,1714,792000
1715,1715,1087000
1716,1716,684000
1717,1717,162000
1718,1718,884000
1719,1719,1376000
1720,1720,100500
1721,1721,305500
1722,1722,702000
1723,1723,144500
1724,1724,22000
1725,1725,2820000
1726,1726,1389500
1727,1727,1750000
1728,1728,645000
1729,1729,2298000
1730,1730,927000
1731,1731,1430000
1732,1732,1303500
1733,1733,28500
1734,1734,1299500
1735,1735,75500
1736,1736,442000
1737,1737,210000
1738,1738,19000
1739,1739,2474000
1740,1740,55000
1741,1741,912000
1742,1742,27000
1743,1743,117000
1744,1744,878000
1745,1745,252000
1746,1746,172500
1747,1747,1220000
1748,1748,430000
1749,1749,1300000
1750,1750,2928000
1751,1751,4050000
1752,1752,3014000
1753,1753,2085000
1754,1754,210000
1755,1755,670000
1756,1756,207000
1757,1757,962000
1758,1758,850000
1759,1759,201000
1760,1760,1204000
1761,1761,135000
1762,1762,1424000
1763,1763,1616000
1764,1764,1221000
1765,1765,64000
1766,1766,19000
1767,1767,135000
1768,1768,800500
1769,1769,1642000
1770,1770,907000
1771,1771,713000
1772,1772,36000
1773,1773,2940000
1774,1774,1420000
1775,1775,36000
1776,1776,746000
1777,1777,588000
1778,1778,89000
1779,1779,54000
1780,1780,958000
1781,1781,2947000
1782,1782,3110000
1783,1783,145000
1784,1784,2638500
1785,1785,3814000
1786,1786,3740000
1787,1787,2186500
1788,1788,22000
1789,1789,630000
1790,1790,3060000
1791,1791,420000
1792,1792,1150000
1793,1793,1446500
1794,1794,1690000
1795,1795,2034000
1796,1796,348000
1797,1797,3848000
1798,1798,1418000
1799,1799,1995500
1800,1800,294000
1801,1801,504000
1802,1802,853000
1803,1803,470000
1804,1804,3235000
1805,1805,1591500
1806,1806,781000
1807,1807,1746000
1808,1808,296000
1809,1809,794000
1810,1810,895000
1811,1811,500000
1812,1812,1258500
1813,1813,1715000
1814,1814,780000
1815,1815,289000
1816,1816,760000
1817,1817,1818500
1818,1818,2821000
1819,1819,1770000
1820,1820,1478000
1821,1821,792000
1822,1822,175000
1823,1823,1435000
1824,1824,5656000
1825,1825,1678000
1826,1826,500000
1827,1827,846000
1828,1828,1727000
1829,1829,135000
1830,1830,238500
1831,1831,846000
1832,1832,1275000
1833,1833,1912500
1834,1834,1962000
1835,1835,1147000
1836,1836,180000
1837,1837,2319000
1838,1838,2750000
1839,1839,64000
1840,1840,1637500
1841,1841,1588500
1842,1842,911000
1843,1843,613500
1844,1844,4110000
1845,1845,189000
1846,1846,210000
1847,1847,2291000
1848,1848,45500
1849,1849,1132000
1850,1850,113000
1851,1851,881000
1852,1852,32000
1853,1853,648500
1854,1854,380000
1855,1855,1900000
1856,1856,659500
1857,1857,404000
1858,1858,603000
1859,1859,439000
1860,1860,2844000
1861,1861,2830000
1862,1862,1336000
1863,1863,1300000
1864,1864,942000
1865,1865,1822000
1866,1866,2744000
1867,1867,2198500
1868,1868,262000
1869,1869,134000
1870,1870,1553500
1871,1871,1324000
1872,1872,840000
1873,1873,710000
1874,1874,1176000
1875,1875,1300000
1876,1876,135000
1877,1877,1876500
1878,1878,1391000
1879,1879,86000
1880,1880,1162000
1881,1881,520000
1882,1882,4278000
1883,1883,738000
1884,1884,2476000
1885,1885,346000
1886,1886,54000
1887,1887,444000
1888,1888,2160000
1889,1889,512000
1890,1890,859000
1891,1891,2290000
1892,1892,500000
1893,1893,452000
1894,1894,893500
1895,1895,1754000
1896,1896,2790000
1897,1897,262000
1898,1898,1588500
1899,1899,3802000
1900,1900,2466000
1901,1901,1026000
1902,1902,119000
1903,1903,2068000
1904,1904,1348000
1905,1905,2619000
1906,1906,139500
1907,1907,978000
1908,1908,1356000
1909,1909,2670000
1910,1910,510000
1911,1911,64000
1912,1912,1900000
1913,1913,954000
1914,1914,81000
1915,1915,1090000
1916,1916,613500
1917,1917,1656000
1918,1918,970000
1919,1919,3024000
1920,1920,2244000
1921,1921,500000
1922,1922,3254000
1923,1923,1902000
1924,1924,125000
1925,1925,1897000
1926,1926,1737000
1927,1927,1459000
1928,1928,1076500
1929,1929,828500
1930,1930,1749000
1931,1931,1166000
1932,1932,1656000
1933,1933,679000
1934,1934,313000
1935,1935,152000
1936,1936,1335000
1937,1937,2460000
1938,1938,329500
1939,1939,3314500
1940,1940,3056000
1941,1941,1228000
1942,1942,1300000
1943,1943,900000
1944,1944,725000
1945,1945,118500
1946,1946,1485000
1947,1947,1159000
1948,1948,2310000
1949,1949,666500
1950,1950,1778000
1951,1951,2977000
1952,1952,1632500
1953,1953,1309500
1954,1954,696000
1955,1955,1586000
1956,1956,96000
1957,1957,356000
1958,1958,1140000
1959,1959,295000
1960,1960,255500
1961,1961,774000
1962,1962,818000
1963,1963,1031000
1964,1964,1940000
1965,1965,1070000
1966,1966,18000
1967,1967,2273000
1968,1968,851000
1969,1969,721000
1970,1970,3314000
1971,1971,316500
1972,1972,1560000
1973,1973,1388500
1974,1974,2581000
1975,1975,432000
1976,1976,274000
1977,1977,1170000
1978,1978,666500
1979,1979,253000
1980,1980,228000
1981,1981,4670000
1982,1982,1840000
1983,1983,1596000
1984,1984,1442000
1985,1985,1679500
1986,1986,547000
1987,1987,3202000
1988,1988,1351000
1989,1989,219000
1990,1990,1140000
1991,1991,91000
1992,1992,9500
1993,1993,1900500
1994,1994,1185000
1995,1995,1590000
1996,1996,1968000
1997,1997,641500
1998,1998,1740000
1999,1999,1288500
2000,2000,630000
2001,2001,3250000
2002,2002,520000
2003,2003,825500
2004,2004,630000
2005,2005,331000
2006,2006,331000
2007,2007,92500
2008,2008,99500
2009,2009,135000
2010,2010,1226000
2011,2011,1064500
2012,2012,398500
2013,2013,525000
2014,2014,634000
2015,2015,2284000
2016,2016,66000
2017,2017,2712000
2018,2018,419000
2019,2019,294000
2020,2020,1510000
2021,2021,982000
2022,2022,684000
2023,2023,4192000
2024,2024,1094000
2025,2025,1030000
2026,2026,64000
2027,2027,850000
2028,2028,2654000
2029,2029,246000
2030,2030,2310000
2031,2031,63000
2032,2032,804000
2033,2033,770000
2034,2034,1166000
2035,2035,2480000
2036,2036,429000
2037,2037,765000
2038,2038,2782500
2039,2039,1275000
2040,2040,813000
2041,2041,657500
2042,2042,3108500
2043,2043,92500
2044,2044,1820000
2045,2045,3101500
2046,2046,286000
2047,2047,591000
2048,2048,1172000
2049,2049,1544000
2050,2050,845000
2051,2051,630000
2052,2052,964000
2053,2053,783000
2054,2054,1936500
2055,2055,1765500
2056,2056,1350000
2057,2057,73000
2058,2058,695000
2059,2059,1138000
2060,2060,2879000
2061,2061,19000
2062,2062,1411500
2063,2063,1070000
2064,2064,1004000
2065,2065,929000
2066,2066,390000
2067,2067,1080000
2068,2068,650000
2069,2069,1300000
2070,2070,3556000
2071,2071,2600000
2072,2072,1682500
2073,2073,578000
2074,2074,90000
2075,2075,98000
2076,2076,3250000
2077,2077,1576000
2078,2078,211000
2079,2079,1170000
2080,2080,1358000
2081,2081,90000
2082,2082,210000
2083,2083,125000
2084,2084,1667500
2085,2085,22000
2086,2086,2114000
2087,2087,250000
2088,2088,1044000
2089,2089,1560000
2090,2090,332500
2091,2091,1780000
2092,2092,2220000
2093,2093,1444000
2094,2094,1459500
2095,2095,2146000
2096,2096,1760000
2097,2097,794000
2098,2098,939000
2099,2099,315500
2100,2100,547500
2101,2101,1274000
2102,2102,2548000
2103,2103,1394000
2104,2104,2952000
2105,2105,88000
2106,2106,127500
2107,2107,736000
2108,2108,1007000
2109,2109,2485000
2110,2110,1140000
2111,2111,345000
2112,2112,294000
2113,2113,1579000
2114,2114,824000
2115,2115,381500
2116,2116,2590000
2117,2117,2458000
2118,2118,50500
2119,2119,45000
2120,2120,1218000
2121,2121,500000
2122,2122,84000
2123,2123,1624000
2124,2124,2326000
2125,2125,73500
2126,2126,644000
2127,2127,2742000
2128,2128,2201000
2129,2129,44000
2130,2130,1891000
2131,2131,826000
2132,2132,988500
2133,2133,313000
2134,2134,520000
2135,2135,380000
2136,2136,881000
2137,2137,197500
2138,2138,650000
2139,2139,2016000
2140,2140,2113500
2141,2141,1446500
2142,2142,1768000
2143,2143,232000
2144,2144,1296500
2145,2145,3400000
2146,2146,324000
2147,2147,2031000
2148,2148,118500
2149,2149,1884000
2150,2150,38000
2151,2151,1216500
2152,2152,153000
2153,2153,2031000
2154,2154,1104000
2155,2155,3099500
2156,2156,2365000
2157,2157,1162000
2158,2158,72000
2159,2159,2004000
2160,2160,1415000
2161,2161,635000
2162,2162,2876000
2163,2163,1510000
2164,2164,162000
2165,2165,196000
2166,2166,1520000
2167,2167,3164000
2168,2168,269000
2169,2169,3339500
2170,2170,102000
2171,2171,747000
2172,2172,778500
2173,2173,294000
2174,2174,76000
2175,2175,381000
2176,2176,2200000
2177,2177,784000
2178,2178,2008000
2179,2179,1326000
2180,2180,1944000
2181,2181,1250000
2182,2182,2106000
2183,2183,1321000
2184,2184,785000
2185,2185,19000
2186,2186,1986000
2187,2187,1886000
2188,2188,2005000
2189,2189,801500
2190,2190,22000
2191,2191,54000
2192,2192,1560000
2193,2193,152000
2194,2194,64000
2195,2195,1300000
2196,2196,18000
2197,2197,774000
2198,2198,1536000
2199,2199,2600000
2200,2200,4422000
2201,2201,2216000
2202,2202,958500
2203,2203,500000
2204,2204,1140000
2205,2205,225000
2206,2206,668000
2207,2207,1207500
2208,2208,194000
2209,2209,2335000
2210,2210,916000
2211,2211,229000
2212,2212,1388500
2213,2213,96000
2214,2214,750000
2215,2215,54000
2216,2216,1584000
2217,2217,376000
2218,2218,2400000
2219,2219,130000
2220,2220,1947000
2221,2221,520000
2222,2222,1174000
2223,2223,1816000
2224,2224,416000
2225,2225,1358000
2226,2226,18000
2227,2227,2370000
2228,2228,439000
2229,2229,2320000
2230,2230,2717000
2231,2231,66000
2232,2232,269000
2233,2233,1114000
2234,2234,45000
2235,2235,1648000
2236,2236,1810000
2237,2237,1798500
2238,2238,1100000
2239,2239,1578000
2240,2240,1703000
2241,2241,644000
2242,2242,66000
2243,2243,53500
2244,2244,395500
2245,2245,2420000
2246,2246,2995000
2247,2247,793500
2248,2248,1872500
2249,2249,188000
2250,2250,1980000
2251,2251,465000
2252,2252,1067000
2253,2253,606000
2254,2254,1224000
2255,2255,345000
2256,2256,554000
2257,2257,609000
2258,2258,1602500
2259,2259,2264000
2260,2260,212000
2261,2261,750000
2262,2262,1586000
2263,2263,968000
2264,2264,357000
2265,2265,775000
2266,2266,1604000
2267,2267,2195000
2268,2268,394000
2269,2269,294000
2270,2270,2850500
2271,2271,630000
2272,2272,250000
2273,2273,127000
2274,2274,880000
2275,2275,2506000
2276,2276,1040000
2277,2277,44000
2278,2278,211000
2279,2279,19000
2280,2280,152000
2281,2281,179000
2282,2282,2209000
2283,2283,760000
2284,2284,19000
2285,2285,1805000
2286,2286,1174000
2287,2287,1723000
2288,2288,420000
2289,2289,336000
2290,2290,294000
2291,2291,1569000
2292,2292,157000
2293,2293,28500
2294,2294,90000
2295,2295,98000
2296,2296,205500
2297,2297,2334000
2298,2298,1168500
2299,2299,99000
2300,2300,45000
2301,2301,312000
2302,2302,171500
2303,2303,2451000
2304,2304,2672000
2305,2305,508000
2306,2306,1344000
2307,2307,1969000
2308,2308,1560000
2309,2309,1695000
2310,2310,2278000
2311,2311,375500
2312,2312,1410000
2313,2313,1367500
2314,2314,2193000
2315,2315,3735000
2316,2316,1732000
2317,2317,630000
2318,2318,2827000
2319,2319,54000
2320,2320,1037000
2321,2321,1427000
2322,2322,1006000
2323,2323,968000
2324,2324,158500
2325,2325,1279000
2326,2326,1236000
2327,2327,3038000
2328,2328,760000
2329,2329,1467000
2330,2330,650000
2331,2331,657000
2332,2332,706000
2333,2333,1752000
2334,2334,912000
2335,2335,2531000
2336,2336,76000
2337,2337,2144000
2338,2338,715000
2339,2339,1029500
2340,2340,131500
2341,2341,1100500
2342,2342,716000
2343,2343,338000
2344,2344,750000
2345,2345,1514000
2346,2346,1332000
2347,2347,2860000
2348,2348,2533500
2349,2349,1140000
2350,2350,3181000
2351,2351,424000
2352,2352,1554000
2353,2353,661000
2354,2354,760000
2355,2355,1488000
2356,2356,3018000
2357,2357,196000
2358,2358,9500
2359,2359,2722000
2360,2360,2969500
2361,2361,398000
2362,2362,3200000
2363,2363,1918000
2364,2364,1143000
2365,2365,179500
2366,2366,178500
2367,2367,2362000
2368,2368,123500
2369,2369,832500
2370,2370,880000
2371,2371,18000
2372,2372,838000
2373,2373,785000
2374,2374,45000
2375,2375,621000
2376,2376,3638000
2377,2377,1180000
2378,2378,168500
2379,2379,1237000
2380,2380,1256000
2381,2381,519500
2382,2382,1032000
2383,2383,1950000
2384,2384,1029000
2385,2385,2317500
2386,2386,416000
2387,2387,379000
2388,2388,587000
2389,2389,596000
2390,2390,1040000
2391,2391,2151000
2392,2392,2162000
2393,2393,128000
2394,2394,735500
2395,2395,224000
2396,2396,448500
2397,2397,925500
2398,2398,1444500
2399,2399,1452000
2400,2400,922000
2401,2401,108000
2402,2402,1345000
2403,2403,532000
2404,2404,54000
2405,2405,71000
2406,2406,429500
2407,2407,1090000
2408,2408,2158000
2409,2409,2514000
2410,2410,135000
2411,2411,44000
2412,2412,1875500
2413,2413,585500
2414,2414,794000
2415,2415,260000
2416,2416,1159000
2417,2417,2535000
2418,2418,1204000
2419,2419,2180000
2420,2420,3095000
2421,2421,1410000
2422,2422,180000
2423,2423,1224000
2424,2424,1895000
2425,2425,1974000
2426,2426,2598000
2427,2427,443000
2428,2428,2219000
2429,2429,44000
2430,2430,1341000
2431,2431,1160000
2432,2432,1587000
2433,2433,704000
2434,2434,504000
2435,2435,4080500
2436,2436,582000
2437,2437,574000
2438,2438,66000
2439,2439,136000
2440,2440,2326000
2441,2441,1405000
2442,2442,760000
2443,2443,1914000
2444,2444,542000
2445,2445,690000
2446,2446,1585500
2447,2447,188500
2448,2448,54000
2449,2449,822500
2450,2450,36000
2451,2451,1574000
2452,2452,1809000
2453,2453,1300000
2454,2454,3126000
2455,2455,885000
2456,2456,1533500
2457,2457,504000
2458,2458,500000
2459,2459,1300000
2460,2460,1185000
2461,2461,294000
2462,2462,2652000
2463,2463,129500
2464,2464,380000
2465,2465,82000
2466,2466,1365500
2467,2467,1010000
2468,2468,1670000
2469,2469,126000
2470,2470,1018000
2471,2471,380000
2472,2472,408500
2473,2473,180000
2474,2474,1158000
2475,2475,692500
2476,2476,1314000
2477,2477,630000
2478,2478,900000
2479,2479,96000
2480,2480,287000
2481,2481,1559500
2482,2482,5810000
2483,2483,210000
2484,2484,98000
2485,2485,36000
2486,2486,649000
2487,2487,1322000
2488,2488,135000
2489,2489,985000
2490,2490,36000
2491,2491,2357000
2492,2492,302000
2493,2493,1336000
2494,2494,734000
2495,2495,1176000
2496,2496,3620000
2497,2497,972000
2498,2498,2740000
2499,2499,198000
2500,2500,9500
2501,2501,81000
2502,2502,946000
2503,2503,3009000
2504,2504,1754000
2505,2505,96000
2506,2506,4256000
2507,2507,2468500
2508,2508,710000
2509,2509,1159000
2510,2510,2545000
2511,2511,772000
2512,2512,4341000
2513,2513,544000
2514,2514,1046000
2515,2515,1658000
2516,2516,1644000
2517,2517,1980000
2518,2518,2600000
2519,2519,836000
2520,2520,565000
2521,2521,842500
2522,2522,36000
2523,2523,944000
2524,2524,682000
2525,2525,45000
2526,2526,9500
2527,2527,1950000
2528,2528,1656000
2529,2529,1638000
2530,2530,1744000
2531,2531,116000
2532,2532,9500
2533,2533,1119000
2534,2534,108500
2535,2535,1158500
2536,2536,2848000
2537,2537,32000
2538,2538,2434000
2539,2539,152000
2540,2540,1130000
2541,2541,1300000
2542,2542,1800000
2543,2543,603000
2544,2544,3192000
2545,2545,1594000
2546,2546,125000
2547,2547,194000
2548,2548,276000
2549,2549,135000
2550,2550,1950000
2551,2551,1168000
2552,2552,115000
2553,2553,18000
2554,2554,1058000
2555,2555,402000
2556,2556,54000
2557,2557,1510000
2558,2558,814000
2559,2559,1658000
2560,2560,27000
2561,2561,246000
2562,2562,19000
2563,2563,9500
2564,2564,210000
2565,2565,1385000
2566,2566,86000
2567,2567,898000
2568,2568,1170000
2569,2569,2214000
2570,2570,925000
2571,2571,2406000
2572,2572,1946000
2573,2573,1899000
2574,2574,683000
2575,2575,3686000
2576,2576,650000
2577,2577,277000
2578,2578,72500
2579,2579,9500
2580,2580,574000
2581,2581,2013500
2582,2582,997000
2583,2583,1388000
2584,2584,2939000
2585,2585,5410000
2586,2586,90000
2587,2587,294000
2588,2588,108000
2589,2589,1950000
2590,2590,1876500
2591,2591,814000
2592,2592,1578000
2593,2593,9500
2594,2594,1263000
2595,2595,429000
2596,2596,4711500
2597,2597,152000
2598,2598,90000
2599,2599,1300000
2600,2600,839000
2601,2601,1832000
2602,2602,171000
2603,2603,1029000
2604,2604,19000
2605,2605,27000
2606,2606,650000
2607,2607,862000
2608,2608,3062000
2609,2609,2011000
2610,2610,143500
2611,2611,2075000
2612,2612,1720000
2613,2613,858000
2614,2614,2031000
2615,2615,2100000
2616,2616,3886000
2617,2617,500000
2618,2618,2091000
2619,2619,151000
2620,2620,190000
2621,2621,1140000
2622,2622,750000
2623,2623,597500
2624,2624,44000
2625,2625,520000
2626,2626,27000
2627,2627,545000
2628,2628,1037000
2629,2629,1800000
2630,2630,504000
2631,2631,678500
2632,2632,674000
2633,2633,1950000
2634,2634,1094000
2635,2635,45000
2636,2636,2521000
2637,2637,2068000
2638,2638,395000
2639,2639,469000
2640,2640,3433500
2641,2641,294000
2642,2642,1266000
2643,2643,96000
2644,2644,1040000
2645,2645,22000
2646,2646,81000
2647,2647,210000
2648,2648,3179000
2649,2649,1271000
2650,2650,865000
2651,2651,750000
2652,2652,1582000
2653,2653,619000
2654,2654,2320000
2655,2655,2538000
2656,2656,886000
2657,2657,1290000
2658,2658,54000
2659,2659,2670000
2660,2660,1054000
2661,2661,3782000
2662,2662,1498000
2663,2663,1587000
2664,2664,127000
2665,2665,1130000
2666,2666,4035000
2667,2667,1932000
2668,2668,2990000
2669,2669,1672000
2670,2670,1540000
2671,2671,2101000
2672,2672,41500
2673,2673,1656000
2674,2674,1362000
2675,2675,678500
2676,2676,216500
2677,2677,246000
2678,2678,3149000
2679,2679,2708000
2680,2680,1086000
2681,2681,3008000
2682,2682,163500
2683,2683,32000
2684,2684,754000
2685,2685,250000
2686,2686,100000
2687,2687,3100000
2688,2688,536000
2689,2689,1322000
2690,2690,96000
2691,2691,1000000
2692,2692,750000
2693,2693,3221000
2694,2694,4049000
2695,2695,2736000
2696,2696,2609500
2697,2697,171000
2698,2698,45000
2699,2699,646000
2700,2700,1398500
2701,2701,2600000
2702,2702,565000
2703,2703,1951000
2704,2704,250000
2705,2705,1221000
2706,2706,214000
2707,2707,2329000
2708,2708,66000
2709,2709,1774000
2710,2710,1500000
2711,2711,630000
2712,2712,1004500
2713,2713,2087000
2714,2714,925000
2715,2715,130000
2716,2716,1812000
2717,2717,1006000
2718,2718,330000
2719,2719,1349500
2720,2720,1880000
2721,2721,2266000
2722,2722,96000
2723,2723,160000
2724,2724,1005000
2725,2725,380000
2726,2726,2007000
2727,2727,3295000
2728,2728,2515000
2729,2729,1950000
2730,2730,1106000
2731,2731,832000
2732,2732,250000
2733,2733,161000
2734,2734,440000
2735,2735,1906000
2736,2736,674000
2737,2737,500000
2738,2738,755000
2739,2739,22000
2740,2740,1672000
2741,2741,284500
2742,2742,1665000
2743,2743,790000
2744,2744,1202000
2745,2745,1290000
2746,2746,2561000
2747,2747,1890000
2748,2748,36000
2749,2749,760000
2750,2750,88000
2751,2751,1160000
2752,2752,2149000
2753,2753,693000
2754,2754,98000
2755,2755,135000
2756,2756,1329000
2757,2757,1614000
2758,2758,796000
2759,2759,522000
2760,2760,830000
2761,2761,768000
2762,2762,189000
2763,2763,90000
2764,2764,54000
2765,2765,90000
2766,2766,2004000
2767,2767,243500
2768,2768,291000
2769,2769,1106000
2770,2770,2895000
2771,2771,243000
2772,2772,1382000
2773,2773,2433000
2774,2774,3955000
2775,2775,617000
2776,2776,44000
2777,2777,506000
2778,2778,96000
2779,2779,1140000
2780,2780,1040000
2781,2781,451000
2782,2782,1978500
2783,2783,134000
2784,2784,1091000
2785,2785,686000
2786,2786,614000
2787,2787,895000
2788,2788,542000
2789,2789,1102000
2790,2790,688500
2791,2791,2854000
2792,2792,313000
2793,2793,1436000
2794,2794,718000
2795,2795,1980000
2796,2796,3700000
2797,2797,867000
2798,2798,2454000
2799,2799,66000
2800,2800,959000
2801,2801,648000
2802,2802,36000
2803,2803,45000
2804,2804,9500
2805,2805,299000
2806,2806,1300000
2807,2807,1766000
2808,2808,210500
2809,2809,327000
2810,2810,128000
2811,2811,814000
2812,2812,1310500
2813,2813,1674000
2814,2814,1667000
2815,2815,278500
2816,2816,924000
2817,2817,1640000
2818,2818,3176000
2819,2819,135000
2820,2820,846000
2821,2821,1801000
2822,2822,1560000
2823,2823,1044000
2824,2824,678500
2825,2825,1565000
2826,2826,906000
2827,2827,1248000
2828,2828,554000
2829,2829,2042500
2830,2830,210000
2831,2831,164000
2832,2832,27000
2833,2833,756000
2834,2834,885000
2835,2835,1586000
2836,2836,2435000
2837,2837,9500
2838,2838,877500
2839,2839,964000
2840,2840,2656000
2841,2841,2904000
2842,2842,719000
2843,2843,1175000
2844,2844,326000
2845,2845,299000
2846,2846,210000
2847,2847,321000
2848,2848,939000
2849,2849,83000
2850,2850,1300000
2851,2851,822500
2852,2852,1728000
2853,2853,271000
2854,2854,1490500
2855,2855,520000
2856,2856,2062000
2857,2857,46500
2858,2858,1962000
2859,2859,944000
2860,2860,470000
2861,2861,630000
2862,2862,54000
2863,2863,472000
2864,2864,1140000
2865,2865,885000
2866,2866,2322000
2867,2867,210000
2868,2868,250000
2869,2869,32000
2870,2870,1334000
2871,2871,66000
2872,2872,50500
2873,2873,1545000
2874,2874,3492000
2875,2875,669000
2876,2876,2460000
2877,2877,98000
2878,2878,334000
2879,2879,1475000
2880,2880,1994000
2881,2881,186000
2882,2882,598000
2883,2883,177000
2884,2884,98000
2885,2885,1210000
2886,2886,2198000
2887,2887,36000
2888,2888,380000
2889,2889,2370000
2890,2890,116000
2891,2891,242000
2892,2892,531000
2893,2893,738000
2894,2894,1308000
2895,2895,2108000
2896,2896,1950000
2897,2897,750000
2898,2898,64000
2899,2899,2071000
2900,2900,175500
2901,2901,1020000
2902,2902,527000
2903,2903,316000
2904,2904,1560000
2905,2905,845000
2906,2906,160500
2907,2907,190500
2908,2908,924000
2909,2909,2240500
2910,2910,2349000
2911,2911,27000
2912,2912,956000
2913,2913,1140000
2914,2914,437000
2915,2915,76000
2916,2916,199000
2917,2917,64000
2918,2918,322000
2919,2919,2376000
2920,2920,81000
2921,2921,1130000
2922,2922,71000
2923,2923,953000
2924,2924,27000
2925,2925,956000
2926,2926,81000
2927,2927,402000
2928,2928,420000
2929,2929,811000
2930,2930,1686000
2931,2931,616000
2932,2932,1106000
2933,2933,45000
2934,2934,300000
2935,2935,1915000
2936,2936,788500
2937,2937,883500
2938,2938,1040000
2939,2939,1485000
2940,2940,22000
2941,2941,90000
2942,2942,1258000
2943,2943,1607000
2944,2944,464000
2945,2945,1507500
2946,2946,1950000
2947,2947,536000
2948,2948,28500
2949,2949,3279000
2950,2950,1434000
2951,2951,650000
2952,2952,680000
2953,2953,630000
2954,2954,1356000
2955,2955,225000
2956,2956,1456000
2957,2957,1140000
2958,2958,630000
2959,2959,22000
2960,2960,1757000
2961,2961,130000
2962,2962,1560000
2963,2963,2087000
2964,2964,96000
2965,2965,3171000
2966,2966,704000
2967,2967,2664000
2968,2968,45000
2969,2969,1594000
2970,2970,642000
2971,2971,3114500
2972,2972,1605000
2973,2973,2330000
2974,2974,653000
2975,2975,875000
2976,2976,1614000
2977,2977,294000
2978,2978,1095000
2979,2979,500000
2980,2980,27000
2981,2981,1565000
2982,2982,527000
2983,2983,778500
2984,2984,1864000
2985,2985,2016000
2986,2986,1204000
2987,2987,1130000
2988,2988,204000
2989,2989,357000
2990,2990,210000
2991,2991,1234000
2992,2992,898500
2993,2993,694000
2994,2994,3514000
2995,2995,671000
2996,2996,44000
2997,2997,2173000
2998,2998,1728000
2999,2999,201000
3000,3000,28500
3001,3001,648000
3002,3002,3308000
3003,3003,1348000
3004,3004,1100000
3005,3005,461000
3006,3006,90000
3007,3007,80000
3008,3008,3014000
3009,3009,2214000
3010,3010,1844000
3011,3011,2599000
3012,3012,630000
3013,3013,1366000
3014,3014,1670000
3015,3015,800000
3016,3016,1014500
3017,3017,254500
3018,3018,2194500
3019,3019,1455500
3020,3020,1706000
3021,3021,3216000
3022,3022,2446000
3023,3023,1474000
3024,3024,1292000
3025,3025,2381000
3026,3026,2970000
3027,3027,638000
3028,3028,348000
3029,3029,326500
3030,3030,1349000
3031,3031,1806000
3032,3032,535000
3033,3033,650000
3034,3034,943000
3035,3035,2783000
3036,3036,1790000
3037,3037,28500
3038,3038,265000
3039,3039,1125000
3040,3040,1455000
3041,3041,2574000
3042,3042,1396000
3043,3043,1359000
3044,3044,630000
3045,3045,3536000
3046,3046,905000
3047,3047,117000
3048,3048,3063000
3049,3049,2156000
3050,3050,1729500
3051,3051,250000
3052,3052,1720000
3053,3053,654000
3054,3054,554000
3055,3055,282000
3056,3056,474000
3057,3057,402000
3058,3058,1140000
3059,3059,1044500
3060,3060,1875000
3061,3061,1344000
3062,3062,386000
3063,3063,471500
3064,3064,280000
3065,3065,219500
3066,3066,761000
3067,3067,2300000
3068,3068,1530000
3069,3069,691000
3070,3070,64000
3071,3071,153000
3072,3072,554000
3073,3073,1895000
3074,3074,978000
3075,3075,656000
3076,3076,180000
3077,3077,766500
3078,3078,66000
3079,3079,1259000
3080,3080,2851000
3081,3081,18000
3082,3082,1353500
3083,3083,2503500
3084,3084,991000
3085,3085,800000
3086,3086,330000
3087,3087,612000
3088,3088,117000
3089,3089,32000
3090,3090,250000
3091,3091,889500
3092,3092,4160000
3093,3093,831000
3094,3094,1986000
3095,3095,2356000
3096,3096,345000
3097,3097,958000
3098,3098,5180000
3099,3099,117000
3100,3100,900000
3101,3101,894500
3102,3102,1800000
3103,3103,2094000
3104,3104,1249000
3105,3105,54000
3106,3106,1312500
3107,3107,154000
3108,3108,313000
3109,3109,54000
3110,3110,1925000
3111,3111,710000
3112,3112,1402000
3113,3113,321000
3114,3114,28500
3115,3115,96000
3116,3116,564000
3117,3117,429000
3118,3118,1417000
3119,3119,1583000
3120,3120,525000
3121,3121,2607000
3122,3122,760000
3123,3123,1002000
3124,3124,49000
3125,3125,1410000
3126,3126,695500
3127,3127,3252000
3128,3128,892000
3129,3129,303500
3130,3130,650000
3131,3131,1251000
3132,3132,96000
3133,3133,2063500
3134,3134,135000
3135,3135,54000
3136,3136,1122500
3137,3137,680000
3138,3138,726000
3139,3139,1465500
3140,3140,66000
3141,3141,2472000
3142,3142,2450000
3143,3143,188500
3144,3144,1140000
3145,3145,1302500
3146,3146,1124000
3147,3147,272000
3148,3148,522000
3149,3149,2158000
3150,3150,2002000
3151,3151,1139000
3152,3152,380000
3153,3153,1221500
3154,3154,250000
3155,3155,566500
3156,3156,98000
3157,3157,2224000
3158,3158,2190000
3159,3159,1790000
3160,3160,210000
3161,3161,1690000
3162,3162,1683500
3163,3163,576000
3164,3164,1591000
3165,3165,2016000
