id_facturaDET,id_facturaENC,id_producto,cantidad,precio_unitario
6635,2223,12,2,210000
6636,2224,10,1,380000
6637,2224,5,2,18000
6638,2225,3,2,98000
6639,2225,8,3,32000
6640,2225,3,3,98000
6641,2225,11,3,250000
6642,2225,6,1,22000
6643,2226,5,1,18000
6644,2227,12,2,210000
6645,2227,2,3,650000
6646,2228,3,3,98000
6647,2228,8,3,32000
6648,2228,7,1,27000
6649,2228,6,1,22000
6650,2229,10,2,380000
6651,2229,1,3,520000
6652,2230,7,2,27000
6653,2230,2,2,650000
6654,2230,2,2,650000
6655,2230,9,1,45000
6656,2230,5,1,18000
6657,2231,6,3,22000
6658,2232,3,1,98000
6659,2232,5,3,18000
6660,2232,3,1,98000
6661,2232,4,2,9500
6662,2233,12,2,210000
6663,2233,2,1,650000
6664,2233,6,2,22000
6665,2234,9,1,45000
6666,2235,3,3,98000
6667,2235,7,2,27000
6668,2235,2,2,650000
6669,2236,11,1,250000
6670,2236,1,3,520000
6671,2237,11,3,250000
6672,2237,11,2,250000
6673,2237,1,1,520000
6674,2237,4,2,9500
6675,2237,4,1,9500
6676,2238,10,1,380000
6677,2238,12,3,210000
6678,2238,9,2,45000
6679,2239,5,1,18000
6680,2239,1,3,520000
6681,2240,3,1,98000
6682,2240,1,3,520000
6683,2240,9,1,45000
6684,2241,9,2,45000
6685,2241,5,3,18000
6686,2241,11,2,250000
6687,2242,6,1,22000
6688,2242,6,2,22000
6689,2243,6,2,22000
6690,2243,4,1,9500
6691,2244,4,3,9500
6692,2244,7,1,27000
6693,2244,11,1,250000
6694,2244,9,2,45000
6695,2245,10,1,380000
6696,2245,9,2,45000
6697,2245,2,3,650000
6698,2246,5,2,18000
6699,2246,9,1,45000
6700,2246,1,3,520000
6701,2246,2,2,650000
6702,2246,5,3,18000
6703,2247,9,3,45000
6704,2247,12,3,210000
6705,2247,4,3,9500
6706,2248,5,3,18000
6707,2248,4,1,9500
6708,2248,1,2,520000
6709,2248,4,2,9500
6710,2248,11,3,250000
6711,2249,9,2,45000
6712,2249,3,1,98000
6713,2250,1,3,520000
6714,2250,12,2,210000
6715,2251,12,1,210000
6716,2251,12,1,210000
6717,2251,9,1,45000
6718,2252,7,1,27000
6719,2252,1,2,520000
6720,2253,6,1,22000
6721,2253,8,2,32000
6722,2253,1,1,520000
6723,2254,3,2,98000
6724,2254,3,2,98000
6725,2254,11,3,250000
6726,2254,8,2,32000
6727,2254,5,1,18000
6728,2255,8,1,32000
6729,2255,3,3,98000
6730,2255,4,2,9500
6731,2256,11,2,250000
6732,2256,5,3,18000
6733,2257,9,1,45000
6734,2257,1,1,520000
6735,2257,6,1,22000
6736,2257,6,1,22000
6737,2258,10,1,380000
6738,2258,4,3,9500
6739,2258,10,3,380000
6740,2258,5,3,18000
6741,2259,10,3,380000
6742,2259,12,2,210000
6743,2259,2,1,650000
6744,2259,7,2,27000
6745,2260,8,3,32000
6746,2260,5,1,18000
6747,2260,3,1,98000
6748,2261,11,3,250000
6749,2262,9,2,45000
6750,2262,2,2,650000
6751,2262,3,2,98000
6752,2263,10,2,380000
6753,2263,4,2,9500
6754,2263,9,2,45000
6755,2263,5,3,18000
6756,2263,9,1,45000
6757,2264,5,2,18000
6758,2264,7,1,27000
6759,2264,3,3,98000
6760,2265,12,1,210000
6761,2265,1,1,520000
6762,2265,9,1,45000
6763,2266,1,3,520000
6764,2266,6,2,22000
6765,2267,2,2,650000
6766,2267,3,3,98000
6767,2267,1,1,520000
6768,2267,7,3,27000
6769,2268,11,1,250000
6770,2268,5,3,18000
6771,2268,9,2,45000
6772,2269,3,3,98000
6773,2270,10,3,380000
6774,2270,4,3,9500
6775,2270,1,3,520000
6776,2270,8,1,32000
6777,2270,9,2,45000
6778,2271,12,3,210000
6779,2272,11,1,250000
6780,2273,8,2,32000
6781,2273,9,1,45000
6782,2273,5,1,18000
6783,2274,10,1,380000
6784,2274,11,2,250000
6785,2275,2,2,650000
6786,2275,10,2,380000
6787,2275,10,1,380000
6788,2275,6,3,22000
6789,2276,1,2,520000
6790,2277,6,2,22000
6791,2278,9,3,45000
6792,2278,7,2,27000
6793,2278,6,1,22000
6794,2279,4,2,9500
6795,2280,5,3,18000
6796,2280,3,1,98000
6797,2281,3,1,98000
6798,2281,7,3,27000
6799,2282,12,3,210000
6800,2282,4,2,9500
6801,2282,1,3,520000
6802,2283,10,2,380000
6803,2284,4,2,9500
6804,2285,4,2,9500
6805,2285,2,2,650000
6806,2285,6,3,22000
6807,2285,12,2,210000
6808,2286,5,2,18000
6809,2286,5,3,18000
6810,2286,1,1,520000
6811,2286,11,2,250000
6812,2286,8,2,32000
6813,2287,10,1,380000
6814,2287,7,1,27000
6815,2287,5,2,18000
6816,2287,2,1,650000
6817,2287,12,3,210000
6818,2288,12,2,210000
6819,2289,12,1,210000
6820,2289,5,1,18000
6821,2289,7,3,27000
6822,2289,7,1,27000
6823,2290,3,3,98000
6824,2291,12,3,210000
6825,2291,6,2,22000
6826,2291,9,1,45000
6827,2291,10,2,380000
6828,2291,9,2,45000
6829,2292,9,3,45000
6830,2292,6,1,22000
6831,2293,4,3,9500
6832,2294,9,2,45000
6833,2295,3,1,98000
6834,2296,4,1,9500
6835,2296,3,2,98000
6836,2297,1,1,520000
6837,2297,10,2,380000
6838,2297,10,2,380000
6839,2297,3,3,98000
6840,2298,4,3,9500
6841,2298,10,3,380000
6842,2299,5,3,18000
6843,2299,9,1,45000
6844,2300,9,1,45000
6845,2301,3,3,98000
6846,2301,5,1,18000
6847,2302,4,1,9500
6848,2302,8,2,32000
6849,2302,3,1,98000
6850,2303,10,3,380000
6851,2303,10,1,380000
6852,2303,7,3,27000
6853,2303,9,2,45000
6854,2303,10,2,380000
6855,2304,2,1,650000
6856,2304,5,2,18000
6857,2304,5,2,18000
6858,2304,2,3,650000
6859,2305,6,3,22000
6860,2305,10,1,380000
6861,2305,5,1,18000
6862,2305,6,2,22000
6863,2306,8,3,32000
6864,2306,5,3,18000
6865,2306,7,2,27000
6866,2306,10,3,380000
6867,2307,4,2,9500
6868,2307,2,3,650000
6869,2308,1,3,520000
6870,2309,1,1,520000
6871,2309,9,3,45000
6872,2309,1,2,520000
6873,2310,1,2,520000
6874,2310,10,3,380000
6875,2310,3,1,98000
6876,2311,5,1,18000
6877,2311,3,3,98000
6878,2311,4,1,9500
6879,2311,5,3,18000
6880,2312,10,2,380000
6881,2312,2,1,650000
6882,2313,10,3,380000
6883,2313,4,1,9500
6884,2313,3,2,98000
6885,2313,6,1,22000
6886,2314,2,3,650000
6887,2314,5,2,18000
6888,2314,9,1,45000
6889,2314,8,2,32000
6890,2314,3,1,98000
6891,2315,9,3,45000
6892,2315,1,2,520000
6893,2315,2,2,650000
6894,2315,10,2,380000
6895,2315,11,2,250000
6896,2316,10,3,380000
6897,2316,6,2,22000
6898,2316,12,2,210000
6899,2316,8,1,32000
6900,2316,8,3,32000
6901,2317,12,3,210000
6902,2318,11,3,250000
6903,2318,4,2,9500
6904,2318,2,3,650000
6905,2318,5,1,18000
6906,2318,9,2,45000
6907,2319,7,2,27000
6908,2320,4,2,9500
6909,2320,5,1,18000
6910,2320,11,3,250000
6911,2320,11,1,250000
6912,2321,2,2,650000
6913,2321,4,2,9500
6914,2321,5,3,18000
6915,2321,7,2,27000
6916,2322,5,2,18000
6917,2322,11,2,250000
6918,2322,9,2,45000
6919,2322,10,1,380000
6920,2323,3,3,98000
6921,2323,6,2,22000
6922,2323,12,3,210000
6923,2324,4,3,9500
6924,2324,7,2,27000
6925,2324,6,2,22000
6926,2324,8,1,32000
6927,2325,7,1,27000
6928,2325,9,1,45000
6929,2325,9,1,45000
6930,2325,10,3,380000
6931,2325,6,1,22000
6932,2326,3,1,98000
6933,2326,1,2,520000
6934,2326,3,1,98000
6935,2327,1,3,520000
6936,2327,12,2,210000
6937,2327,5,1,18000
6938,2327,1,2,520000
6939,2328,10,2,380000
6940,2329,2,1,650000
6941,2329,6,1,22000
6942,2329,9,1,45000
6943,2329,11,3,250000
6944,2330,2,1,650000
6945,2331,7,1,27000
6946,2331,12,3,210000
6947,2332,4,2,9500
6948,2332,5,3,18000
6949,2332,8,1,32000
6950,2332,1,1,520000
6951,2332,7,3,27000
6952,2333,12,2,210000
6953,2333,8,1,32000
6954,2333,2,2,650000
6955,2334,6,3,22000
6956,2334,11,3,250000
6957,2334,8,3,32000
6958,2335,12,3,210000
6959,2335,1,2,520000
6960,2335,6,3,22000
6961,2335,9,1,45000
6962,2335,11,3,250000
6963,2336,6,1,22000
6964,2336,5,3,18000
6965,2337,3,1,98000
6966,2337,8,3,32000
6967,2337,2,3,650000
6968,2338,2,1,650000
6969,2338,4,3,9500
6970,2338,7,1,27000
6971,2338,4,1,9500
6972,2339,8,2,32000
6973,2339,4,1,9500
6974,2339,12,1,210000
6975,2339,8,3,32000
6976,2339,2,1,650000
6977,2340,4,1,9500
6978,2340,8,1,32000
6979,2340,9,2,45000
6980,2341,5,1,18000
6981,2341,3,3,98000
6982,2341,10,2,380000
6983,2341,4,3,9500
6984,2342,8,1,32000
6985,2342,7,2,27000
6986,2342,12,3,210000
6987,2343,3,3,98000
6988,2343,6,2,22000
6989,2344,11,3,250000
6990,2345,2,2,650000
6991,2345,5,1,18000
6992,2345,3,2,98000
6993,2346,11,2,250000
6994,2346,9,1,45000
6995,2346,10,2,380000
6996,2346,7,1,27000
6997,2347,2,2,650000
6998,2347,1,2,520000
6999,2347,1,1,520000
7000,2348,2,3,650000
7001,2348,4,1,9500
7002,2348,1,1,520000
7003,2348,7,2,27000
7004,2349,10,3,380000
7005,2350,9,3,45000
7006,2350,2,3,650000
7007,2350,11,2,250000
7008,2350,11,2,250000
7009,2350,8,3,32000
7010,2351,10,1,380000
7011,2351,6,1,22000
7012,2351,6,1,22000
7013,2352,6,2,22000
7014,2352,10,2,380000
7015,2352,11,3,250000
7016,2353,8,2,32000
7017,2353,1,1,520000
7018,2353,9,1,45000
7019,2353,8,1,32000
7020,2354,10,2,380000
7021,2355,10,3,380000
7022,2355,11,1,250000
7023,2355,8,1,32000
7024,2355,6,3,22000
7025,2356,5,2,18000
7026,2356,11,1,250000
7027,2356,10,3,380000
7028,2356,1,3,520000
7029,2356,8,1,32000
7030,2357,3,2,98000
7031,2358,4,1,9500
7032,2359,2,3,650000
7033,2359,3,2,98000
7034,2359,3,2,98000
7035,2359,10,1,380000
7036,2360,4,3,9500
7037,2360,1,3,520000
7038,2360,5,3,18000
7039,2360,2,2,650000
7040,2360,7,1,27000
7041,2361,7,2,27000
7042,2361,6,2,22000
7043,2361,12,1,210000
7044,2361,9,2,45000
7045,2362,11,2,250000
7046,2362,10,1,380000
7047,2362,2,1,650000
7048,2362,1,2,520000
7049,2362,12,3,210000
7050,2363,12,3,210000
7051,2363,1,1,520000
7052,2363,8,2,32000
7053,2363,5,3,18000
7054,2363,2,1,650000
7055,2364,7,3,27000
7056,2364,10,1,380000
7057,2364,2,1,650000
7058,2364,8,1,32000
7059,2365,5,1,18000
7060,2365,9,2,45000
7061,2365,4,1,9500
7062,2365,6,2,22000
7063,2365,5,1,18000
7064,2366,4,3,9500
7065,2366,5,1,18000
7066,2366,5,1,18000
7067,2366,5,1,18000
7068,2366,8,3,32000
7069,2367,6,1,22000
7070,2367,1,2,520000
7071,2367,2,2,650000
7072,2368,8,3,32000
7073,2368,4,1,9500
7074,2368,5,1,18000
7075,2369,4,3,9500
7076,2369,6,2,22000
7077,2369,10,2,380000
7078,2370,11,2,250000
7079,2370,10,1,380000
7080,2371,5,1,18000
7081,2372,9,2,45000
7082,2372,5,3,18000
7083,2372,6,2,22000
7084,2372,2,1,650000
7085,2373,11,1,250000
7086,2373,11,1,250000
7087,2373,9,1,45000
7088,2373,6,2,22000
7089,2373,3,2,98000
7090,2374,9,1,45000
7091,2375,3,3,98000
7092,2375,7,3,27000
7093,2375,12,1,210000
7094,2375,5,2,18000
7095,2376,10,3,380000
7096,2376,12,2,210000
7097,2376,5,1,18000
7098,2376,11,2,250000
7099,2376,1,3,520000
7100,2377,10,2,380000
7101,2377,12,2,210000
7102,2378,5,1,18000
7103,2378,9,2,45000
7104,2378,8,1,32000
7105,2378,4,3,9500
7106,2379,4,3,9500
7107,2379,12,2,210000
7108,2379,10,2,380000
7109,2379,4,3,9500
7110,2380,5,1,18000
7111,2380,8,1,32000
7112,2380,3,2,98000
7113,2380,10,1,380000
7114,2380,12,3,210000
7115,2381,6,3,22000
7116,2381,4,3,9500
7117,2381,10,1,380000
7118,2381,9,1,45000
7119,2382,11,2,250000
7120,2382,11,2,250000
7121,2382,8,1,32000
7122,2383,2,3,650000
7123,2384,11,1,250000
7124,2384,4,2,9500
7125,2384,10,2,380000
7126,2385,3,3,98000
7127,2385,4,1,9500
7128,2385,8,2,32000
7129,2385,2,3,650000
7130,2386,5,2,18000
7131,2386,10,1,380000
7132,2387,4,2,9500
7133,2387,3,3,98000
7134,2387,6,3,22000
7135,2388,7,2,27000
7136,2388,7,3,27000
7137,2388,8,1,32000
7138,2388,12,2,210000
7139,2389,6,1,22000
7140,2389,1,1,520000
7141,2389,7,2,27000
7142,2390,1,2,520000
7143,2391,7,3,27000
7144,2391,9,2,45000
7145,2391,12,2,210000
7146,2391,1,3,520000
7147,2392,6,3,22000
7148,2392,5,1,18000
7149,2392,5,1,18000
7150,2392,10,2,380000
7151,2392,2,2,650000
7152,2393,4,1,9500
7153,2393,9,2,45000
7154,2393,4,3,9500
7155,2394,9,3,45000
7156,2394,3,1,98000
7157,2394,12,2,210000
7158,2394,7,2,27000
7159,2394,4,3,9500
7160,2395,3,1,98000
7161,2395,5,2,18000
7162,2395,9,2,45000
7163,2396,12,2,210000
7164,2396,4,3,9500
7165,2397,4,1,9500
7166,2397,9,2,45000
7167,2397,3,1,98000
7168,2397,3,1,98000
7169,2397,12,3,210000
7170,2398,11,3,250000
7171,2398,12,3,210000
7172,2398,4,3,9500
7173,2398,5,2,18000
7174,2399,10,2,380000
7175,2399,6,2,22000
7176,2399,5,1,18000
7177,2399,12,3,210000
7178,2400,8,3,32000
7179,2400,12,3,210000
7180,2400,3,2,98000
7181,2401,5,1,18000
7182,2401,9,2,45000
7183,2402,9,1,45000
7184,2402,2,2,650000
7185,2403,6,1,22000
7186,2403,12,2,210000
7187,2403,9,2,45000
7188,2404,7,2,27000
7189,2405,6,1,22000
7190,2405,6,1,22000
7191,2405,7,1,27000
7192,2406,4,1,9500
7193,2406,12,2,210000
7194,2407,3,3,98000
7195,2407,6,3,22000
7196,2407,12,1,210000
7197,2407,1,1,520000
7198,2408,7,2,27000
7199,2408,1,2,520000
7200,2408,11,1,250000
7201,2408,1,1,520000
7202,2408,3,3,98000
7203,2409,11,2,250000
7204,2409,2,3,650000
7205,2409,8,2,32000
7206,2410,9,2,45000
7207,2410,9,1,45000
7208,2411,6,2,22000
7209,2412,10,1,380000
7210,2412,8,1,32000
7211,2412,9,3,45000
7212,2412,2,2,650000
7213,2412,4,3,9500
7214,2413,10,1,380000
7215,2413,4,1,9500
7216,2413,3,2,98000
7217,2414,11,2,250000
7218,2414,3,3,98000
7219,2415,3,1,98000
7220,2415,3,1,98000
7221,2415,8,2,32000
7222,2416,4,2,9500
7223,2416,10,3,380000
7224,2417,9,3,45000
7225,2417,1,3,520000
7226,2417,12,1,210000
7227,2417,12,3,210000
7228,2418,1,2,520000
7229,2418,3,1,98000
7230,2418,6,3,22000
7231,2419,10,3,380000
7232,2419,1,2,520000
7233,2420,12,3,210000
7234,2420,8,2,32000
7235,2420,1,3,520000
7236,2420,7,3,27000
7237,2420,10,2,380000
7238,2421,10,2,380000
7239,2421,2,1,650000
7240,2422,9,2,45000
7241,2422,5,2,18000
7242,2422,7,2,27000
7243,2423,5,3,18000
7244,2423,11,3,250000
7245,2423,12,2,210000
7246,2424,11,1,250000
7247,2424,11,3,250000
7248,2424,9,1,45000
7249,2424,10,2,380000
7250,2424,9,2,45000
7251,2425,2,2,650000
7252,2425,12,3,210000
7253,2425,6,2,22000
7254,2426,2,3,650000
7255,2426,8,2,32000
7256,2426,8,2,32000
7257,2426,1,1,520000
7258,2427,5,2,18000
7259,2427,7,1,27000
7260,2427,10,1,380000
7261,2428,7,3,27000
7262,2428,1,2,520000
7263,2428,11,3,250000
7264,2428,3,3,98000
7265,2428,5,3,18000
7266,2429,6,1,22000
7267,2429,6,1,22000
7268,2430,10,2,380000
7269,2430,11,2,250000
7270,2430,7,3,27000
7271,2431,1,2,520000
7272,2431,6,1,22000
7273,2431,3,1,98000
7274,2432,4,2,9500
7275,2432,11,1,250000
7276,2432,2,2,650000
7277,2432,5,1,18000
7278,2433,2,1,650000
7279,2433,7,2,27000
7280,2434,12,1,210000
7281,2434,3,3,98000
7282,2435,9,3,45000
7283,2435,4,1,9500
7284,2435,2,3,650000
7285,2435,2,3,650000
7286,2435,5,2,18000
7287,2436,12,2,210000
7288,2436,8,3,32000
7289,2436,6,3,22000
7290,2437,1,1,520000
7291,2437,5,3,18000
7292,2438,6,3,22000
7293,2439,7,2,27000
7294,2439,5,1,18000
7295,2439,8,2,32000
7296,2440,5,1,18000
7297,2440,8,2,32000
7298,2440,2,3,650000
7299,2440,3,3,98000
7300,2441,11,2,250000
7301,2441,1,1,520000
7302,2441,7,3,27000
7303,2441,11,1,250000
7304,2441,7,2,27000
7305,2442,10,2,380000
7306,2443,12,3,210000
7307,2443,10,3,380000
7308,2443,9,2,45000
7309,2443,7,2,27000
7310,2444,5,2,18000
7311,2444,12,2,210000
7312,2444,6,1,22000
7313,2444,8,2,32000
7314,2445,9,2,45000
7315,2445,8,2,32000
7316,2445,5,2,18000
7317,2445,11,2,250000
7318,2446,6,3,22000
7319,2446,11,3,250000
7320,2446,10,2,380000
7321,2446,4,1,9500
7322,2447,9,3,45000
7323,2447,6,2,22000
7324,2447,4,1,9500
7325,2448,5,3,18000
7326,2449,4,3,9500
7327,2449,3,3,98000
7328,2449,11,2,250000
7329,2450,5,2,18000
7330,2451,3,1,98000
7331,2451,10,2,380000
7332,2451,1,1,520000
7333,2451,3,2,98000
7334,2452,4,2,9500
7335,2452,11,3,250000
7336,2452,1,2,520000
7337,2453,2,2,650000
7338,2454,10,3,380000
7339,2454,2,3,650000
7340,2454,5,2,18000
7341,2455,10,1,380000
7342,2455,7,3,27000
7343,2455,10,1,380000
7344,2455,6,2,22000
7345,2456,11,2,250000
7346,2456,1,1,520000
7347,2456,12,1,210000
7348,2456,3,3,98000
7349,2456,4,1,9500
7350,2457,3,2,98000
7351,2457,9,2,45000
7352,2457,5,3,18000
7353,2457,6,3,22000
7354,2457,3,1,98000
7355,2458,11,2,250000
7356,2459,2,2,650000
7357,2460,9,1,45000
7358,2460,10,3,380000
7359,2461,3,3,98000
7360,2462,12,3,210000
7361,2462,7,1,27000
7362,2462,2,3,650000
7363,2462,9,1,45000
7364,2463,6,3,22000
7365,2463,5,3,18000
7366,2463,4,1,9500
7367,2464,10,1,380000
7368,2465,6,2,22000
7369,2465,4,1,9500
7370,2465,4,3,9500
7371,2466,1,2,520000
7372,2466,4,1,9500
7373,2466,11,1,250000
7374,2466,6,3,22000
7375,2467,9,3,45000
7376,2467,6,2,22000
7377,2467,11,3,250000
7378,2467,7,3,27000
7379,2468,1,2,520000
7380,2468,12,3,210000
7381,2469,7,3,27000
7382,2469,9,1,45000
7383,2470,11,1,250000
7384,2470,11,3,250000
7385,2470,5,1,18000
7386,2471,10,1,380000
7387,2472,10,1,380000
7388,2472,4,3,9500
7389,2473,9,3,45000
7390,2473,9,1,45000
7391,2474,10,3,380000
7392,2474,5,1,18000
7393,2475,12,1,210000
7394,2475,3,2,98000
7395,2475,4,1,9500
7396,2475,7,1,27000
7397,2475,11,1,250000
7398,2476,11,2,250000
7399,2476,8,1,32000
7400,2476,6,1,22000
7401,2476,10,2,380000
7402,2477,12,3,210000
7403,2478,10,1,380000
7404,2478,1,1,520000
7405,2479,8,3,32000
7406,2480,4,2,9500
7407,2480,11,1,250000
7408,2480,5,1,18000
7409,2481,4,1,9500
7410,2481,2,2,650000
7411,2481,11,1,250000
7412,2482,11,2,250000
7413,2482,10,2,380000
7414,2482,2,2,650000
7415,2482,2,2,650000
7416,2482,2,3,650000
7417,2483,12,1,210000
7418,2484,3,1,98000
7419,2485,5,2,18000
7420,2486,4,2,9500
7421,2486,12,3,210000
7422,2487,3,1,98000
7423,2487,5,3,18000
7424,2487,11,3,250000
7425,2487,12,2,210000
7426,2488,9,3,45000
7427,2489,1,1,520000
7428,2489,9,1,45000
7429,2489,12,2,210000
7430,2490,5,2,18000
7431,2491,1,2,520000
7432,2491,3,2,98000
7433,2491,7,3,27000
7434,2491,1,2,520000
7435,2492,8,2,32000
7436,2492,7,3,27000
7437,2492,6,1,22000
7438,2492,9,1,45000
7439,2492,9,2,45000
7440,2493,10,3,380000
7441,2493,3,2,98000
7442,2494,8,2,32000
7443,2494,5,3,18000
7444,2494,12,2,210000
7445,2494,3,2,98000
7446,2495,5,2,18000
7447,2495,10,3,380000
7448,2496,2,2,650000
7449,2496,1,3,520000
7450,2496,10,2,380000
7451,2497,1,1,520000
7452,2497,8,1,32000
7453,2497,12,2,210000
7454,2498,11,2,250000
7455,2498,12,2,210000
7456,2498,1,1,520000
7457,2498,2,2,650000
7458,2499,5,1,18000
7459,2499,9,1,45000
7460,2499,9,3,45000
7461,2500,4,1,9500
7462,2501,7,3,27000
7463,2502,1,1,520000
7464,2502,3,3,98000
7465,2502,8,3,32000
7466,2502,5,2,18000
7467,2503,2,3,650000
7468,2503,1,2,520000
7469,2503,4,2,9500
7470,2504,1,2,520000
7471,2504,6,2,22000
7472,2504,12,3,210000
7473,2504,6,1,22000
7474,2504,5,1,18000
7475,2505,8,1,32000
7476,2505,8,2,32000
7477,2506,2,2,650000
7478,2506,1,3,520000
7479,2506,2,2,650000
7480,2506,8,3,32000
7481,2507,1,1,520000
7482,2507,4,3,9500
7483,2507,6,3,22000
7484,2507,1,3,520000
7485,2507,3,3,98000
7486,2508,12,1,210000
7487,2508,11,2,250000
7488,2509,7,3,27000
7489,2509,11,1,250000
7490,2509,1,1,520000
7491,2509,12,1,210000
7492,2509,3,1,98000
7493,2510,1,1,520000
7494,2510,12,2,210000
7495,2510,12,2,210000
7496,2510,10,3,380000
7497,2510,9,1,45000
7498,2511,6,1,22000
7499,2511,11,3,250000
7500,2512,11,3,250000
7501,2512,7,3,27000
7502,2512,2,3,650000
7503,2512,1,3,520000
7504,2513,11,2,250000
7505,2513,6,2,22000
7506,2514,5,2,18000
7507,2514,10,1,380000
7508,2514,12,2,210000
7509,2514,12,1,210000
7510,2515,3,1,98000
7511,2515,1,3,520000
7512,2516,10,3,380000
7513,2516,12,1,210000
7514,2516,3,3,98000
7515,2517,1,3,520000
7516,2517,12,2,210000
7517,2518,2,1,650000
7518,2518,2,3,650000
7519,2519,5,1,18000
7520,2519,10,1,380000
7521,2519,5,1,18000
7522,2519,12,2,210000
7523,2520,9,1,45000
7524,2520,1,1,520000
7525,2521,12,3,210000
7526,2521,9,3,45000
7527,2521,4,1,9500
7528,2521,8,1,32000
7529,2521,5,2,18000
7530,2522,5,2,18000
7531,2523,7,1,27000
7532,2523,10,2,380000
7533,2523,7,1,27000
7534,2523,6,3,22000
7535,2523,8,2,32000
7536,2524,6,3,22000
7537,2524,8,3,32000
7538,2524,1,1,520000
7539,2525,9,1,45000
7540,2526,4,1,9500
7541,2527,2,3,650000
7542,2528,1,2,520000
7543,2528,8,3,32000
7544,2528,1,1,520000
7545,2529,8,3,32000
7546,2529,10,2,380000
7547,2529,11,3,250000
7548,2529,8,1,32000
7549,2530,4,2,9500
7550,2530,2,2,650000
7551,2530,12,1,210000
7552,2530,4,2,9500
7553,2530,3,2,98000
7554,2531,5,1,18000
7555,2531,5,1,18000
7556,2531,5,2,18000
7557,2531,6,2,22000
7558,2532,4,1,9500
7559,2533,4,2,9500
7560,2533,1,1,520000
7561,2533,12,2,210000
7562,2533,8,2,32000
7563,2533,8,3,32000
7564,2534,4,1,9500
7565,2534,7,2,27000
7566,2534,9,1,45000
7567,2535,1,2,520000
7568,2535,4,2,9500
7569,2535,9,2,45000
7570,2535,4,1,9500
7571,2536,5,1,18000
7572,2536,11,1,250000
7573,2536,2,3,650000
7574,2536,12,3,210000
7575,2537,8,1,32000
7576,2538,5,1,18000
7577,2538,8,3,32000
7578,2538,1,2,520000
7579,2538,12,3,210000
7580,2538,2,1,650000
7581,2539,7,2,27000
7582,2539,3,1,98000
7583,2540,1,2,520000
7584,2540,9,2,45000
7585,2541,2,2,650000
7586,2542,1,2,520000
7587,2542,10,2,380000
7588,2543,7,1,27000
7589,2543,10,1,380000
7590,2543,3,2,98000
7591,2544,5,2,18000
7592,2544,2,2,650000
7593,2544,1,1,520000
7594,2544,3,2,98000
7595,2544,10,3,380000
7596,2545,12,2,210000
7597,2545,11,3,250000
7598,2545,10,1,380000
7599,2545,6,2,22000
7600,2546,9,1,45000
7601,2546,5,2,18000
7602,2546,6,2,22000
7603,2547,7,2,27000
7604,2547,8,3,32000
7605,2547,6,2,22000
7606,2548,6,3,22000
7607,2548,12,1,210000
7608,2549,9,3,45000
7609,2550,2,3,650000
7610,2551,12,2,210000
7611,2551,6,2,22000
7612,2551,7,2,27000
7613,2551,2,1,650000
7614,2552,4,2,9500
7615,2552,8,3,32000
7616,2553,5,1,18000
7617,2554,12,1,210000
7618,2554,3,1,98000
7619,2554,11,3,250000
7620,2555,10,1,380000
7621,2555,6,1,22000
7622,2556,5,3,18000
7623,2557,10,2,380000
7624,2557,11,3,250000
7625,2558,1,1,520000
7626,2558,3,3,98000
7627,2559,3,1,98000
7628,2559,1,3,520000
7629,2560,7,1,27000
7630,2561,6,3,22000
7631,2561,9,2,45000
7632,2561,9,2,45000
7633,2562,4,2,9500
7634,2563,4,1,9500
7635,2564,12,1,210000
7636,2565,7,3,27000
7637,2565,11,1,250000
7638,2565,11,2,250000
7639,2565,11,2,250000
7640,2565,5,3,18000
7641,2566,8,2,32000
7642,2566,6,1,22000
7643,2567,3,1,98000
7644,2567,10,1,380000
7645,2567,12,2,210000
7646,2568,2,1,650000
7647,2568,1,1,520000
7648,2569,12,1,210000
7649,2569,2,3,650000
7650,2569,8,1,32000
7651,2569,6,1,22000
7652,2570,9,1,45000
7653,2570,11,3,250000
7654,2570,6,1,22000
7655,2570,5,3,18000
7656,2570,7,2,27000
7657,2571,9,3,45000
7658,2571,7,3,27000
7659,2571,12,3,210000
7660,2571,1,3,520000
7661,2572,12,3,210000
7662,2572,11,2,250000
7663,2572,11,3,250000
7664,2572,6,3,22000
7665,2573,9,1,45000
7666,2573,1,2,520000
7667,2573,1,1,520000
7668,2573,3,3,98000
7669,2574,6,2,22000
7670,2574,9,3,45000
7671,2574,3,2,98000
7672,2574,3,1,98000
7673,2574,12,1,210000
7674,2575,2,3,650000
7675,2575,1,2,520000
7676,2575,6,3,22000
7677,2575,12,3,210000
7678,2576,2,1,650000
7679,2577,11,1,250000
7680,2577,7,1,27000
7681,2578,4,3,9500
7682,2578,6,1,22000
7683,2578,6,1,22000
7684,2579,4,1,9500
7685,2580,1,1,520000
7686,2580,5,3,18000
7687,2581,7,1,27000
7688,2581,2,3,650000
7689,2581,7,1,27000
7690,2581,4,1,9500
7691,2582,7,2,27000
7692,2582,7,3,27000
7693,2582,10,2,380000
7694,2582,5,2,18000
7695,2582,6,3,22000
7696,2583,4,2,9500
7697,2583,4,2,9500
7698,2583,10,3,380000
7699,2583,12,1,210000
7700,2584,2,3,650000
7701,2584,9,1,45000
7702,2584,2,1,650000
7703,2584,3,3,98000
7704,2585,10,3,380000
7705,2585,10,2,380000
7706,2585,2,3,650000
7707,2585,1,3,520000
7708,2586,5,3,18000
